"","rowID","start_date","end_date","progress","duration_in_seconds","finished","recorded_date","response_id","location_latitude","location_longitude","q1","q2","q3","q4","state_fips","q5","q6","q7","q8","q9","q10","q13_treat_time","q14","q16_control_time","q17","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28_1","q28_2","q28_3","q28_4","q28_5","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40_1","q40_2","q40_3","q40_4","q40_5","q41_1","q41_2","q41_3","q41_4","q41_5","q41_6","q43_1","q43_2","q43_3","q43_4","q43_5","q43_6","q44_1","q44_2","q44_3","q44_4","q44_5","q44_6","q46_1","q46_2","q46_3","q46_4","q46_5","q46_6","q41.1","q41.2","q41.3","q41.4","q41.5","q41.6","q43.1","q43.2","q43.3","q43.4","q43.5","q43.6","q47","q48","q49","q50","q51","q52","q53","q54","q55","q56","q57","q58","gender","gender_3cat","age_cat","age_4cat","hisp","race","race2","race_wnw","race_hisp","educ","educ_4cat","milserv1","milserv2","milservfam","milrelation","mil_anyrelation","voted2020","voted2020.clps","choice2020","voteintent","partyid_3cat","partyid","partystr_rep","partystr_dem","partylean","ideo_3cat","ideo","ideolean","lucid_age","lucid_gender","lucid_hhi","lucid_ethnicity","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","lucid_rid","group","group.dummy","qset","popeff_qdo","q41.1.clps","q41.2.clps","q41.3.clps","q41.4.clps","q41.5.clps","q41.6.clps","q43.1.clps","q43.2.clps","q43.3.clps","q43.4.clps","q43.5.clps","q43.6.clps","q41.1.clps.dum","q41.2.clps.dum","q41.3.clps.dum","q41.4.clps.dum","q41.5.clps.dum","q41.6.clps.dum","q43.1.clps.dum","q43.2.clps.dum","q43.3.clps.dum","q43.4.clps.dum","q43.5.clps.dum","q43.6.clps.dum","trst.mean.scores","trst.sum.scores","trst.sum.rescaled","trst.zscores","eef.mean.scores","eef.sum.scores","eef.sum.rescaled","eef.zscores","q19.r","q20.r","q22.r","q23.r","q24.r","q30.r","q31.r","q33.r","q34.r","q35.r","q21.r","q32.r","q28_1.r","q28_2.r","q28_3.r","q28_4.r","q28_5.r","q40_1.r","q40_2.r","q40_3.r","q40_4.r","q40_5.r"
"894",894,2024-08-31 12:22:20,2024-08-31 12:26:08,100,228,"True",2024-08-31 12:26:09,"R_1V8iqgNXyTtg2Aw","40.8103","-77.888","I consent, begin the study",27,"Yes, U.S. citizen by birth","Pennsylvania",42,"Sometimes","Neither favorable nor unfavorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,17.169,"Yes","Not that much","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Not that much","Somewhat","Somewhat approve","Not too likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Probably should adopt","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat safe","Somewhat approve","Very likely","Somewhat likely","Not too likely","Somewhat likely","Somewhat likely","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Increase confidence a lot","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Increase confidence a lot","No impact on confidence","No","Somewhat likely","Not too likely","Somewhat likely","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More false than true -- this is mostly not the case, but not completely false","Male","Male","25-34","18-34","No","White or Caucasian","White","White","White or Caucasian","Associate degree in college (2-year)","College degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Conservative","Extremely conservative",NA,"27","1","7","1","1","3","10","1","15101","66d34337-866f-fd64-a724-6f074bc382ad","Control",0,"A",0,"Increase","Increase","Increase","Increase","No impact","Increase","Increase","Increase","No impact","Decrease","Increase","No impact",1,1,1,1,0,1,1,1,0,0,1,0,2.66666666666667,16,0.555555555555556,-0.616315370969266,3.2,16,0.733333333333333,1.2372776824204,1,2,2,1,2,2,2,2,2,2,2,2,-1,-2,-2,-3,-3,-3,-2,-1,-2,-2
"895",895,2024-08-31 12:20:17,2024-08-31 12:26:11,100,353,"True",2024-08-31 12:26:12,"R_5nUSsEsiu3RZ3TE","34.0021","-81.0423","I consent, begin the study",39,"Yes, U.S. citizen by birth","North Carolina",37,"Always","Strongly favorable","Legitimate","Never","Watermelon",NA,16.817,"Yes",NA,NA,"Not at all","Not at all","Very","Not at all","Not at all","Not at all","Very","Not at all","Strongly disapprove","Very likely","Very likely","Very likely","Very likely","Very likely","Definitely should adopt","Somewhat","Somewhat","Not that much","Not at all","Not at all","Not at all","Very","Very","Very safe","Strongly approve","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","No","Very likely","Very likely","Very likely","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Female","Female","35-44","35-54","No","Black or African American","Black","Non-White","Black or African American","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Conservative","Extremely conservative",NA,"39","2","2","2","1","2","1","3","28405","66d342a5-9d82-34ec-18fc-cdffc02b7e18","Treatment",1,"B",0,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",1,1,1,1,1,1,1,1,1,1,1,1,1.5,9,0.166666666666667,-2.30358065814087,4,20,1,2.29903935211407,0,0,0,0,0,2,2,0,0,0,3,1,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3
"896",896,2024-08-31 12:18:32,2024-08-31 12:26:13,100,461,"True",2024-08-31 12:26:13,"R_65HJFOrS0JLjt17","35.3274","-97.5556","I consent, begin the study",71,"Yes, U.S. citizen by birth","Oklahoma",40,"Most of the time","Somewhat favorable","Not legitimate","Most of the time","Watermelon",NA,26.642,"Yes",NA,NA,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Somewhat approve","Not too likely","Not too likely","Not likely at all","Not likely at all","Not likely at all","Definitely should adopt","Somewhat","Very","Somewhat","Somewhat","Somewhat","Somewhat","Not at all","Very","Very safe","Strongly approve","Very likely","Somewhat likely","Not too likely","Not too likely","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No","Very likely","Very likely","Very likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","65-74","55-74","No","White or Caucasian","White","White","White or Caucasian","Some college but no degree","Some college no degree","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Independent",NA,NA,"Republican","Conservative","Extremely conservative",NA,"71","2","16","1","1","4","5","3","73170","66d34247-42c3-5dde-b454-b5b868e6a272","Treatment",1,"B",1,"Increase","Increase","Decrease","Increase","Decrease","Decrease","Increase","Decrease","No impact","Increase","Decrease","Decrease",1,1,0,1,0,0,1,0,0,1,0,0,3,18,0.666666666666667,-0.134239574634522,1.4,7,0.133333333333333,-1.15168607439035,2,2,2,2,2,2,3,2,2,2,2,2,-1,-1,0,0,0,-3,-2,-1,-1,0
"897",897,2024-08-31 12:13:15,2024-08-31 12:26:16,100,781,"True",2024-08-31 12:26:16,"R_5eKl7mIvD2ZnoKU","39.0015","-77.0961","I consent, begin the study",72,"Yes, U.S. citizen by birth","Maryland",24,"Most of the time","Somewhat favorable","Legitimate","Most of the time","Watermelon",NA,43.225,"Yes",NA,NA,"Somewhat","Very","Very","Very","Very","Very","Somewhat","Somewhat","Strongly approve","Not likely at all","Not likely at all","Not too likely","Not too likely","Not too likely","Definitely should adopt","Somewhat","Somewhat","Very","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat safe","Somewhat approve","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Increase confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No","Not too likely","Not too likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Female","Female","65-74","55-74","No","White or Caucasian","White","White","White or Caucasian","Some college but no degree","Some college no degree","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Liberal","Liberal",NA,"72","2","2","1","1","4","1","3","20814","66d3410f-417c-19a0-710b-1b883a66a5c8","Treatment",1,"B",1,"Increase","Increase","No impact","Increase","No impact","No impact","Increase","No impact","No impact","Increase","No impact","No impact",1,1,0,1,0,0,1,0,0,1,0,0,3.83333333333333,23,0.944444444444444,1.07094991620234,1.6,8,0.2,-0.886245656966936,2,3,3,3,3,2,2,2,2,2,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1
"898",898,2024-08-31 12:18:29,2024-08-31 12:26:24,100,474,"True",2024-08-31 12:26:24,"R_6HF98MIStLhMLOt","35.8928","-77.5406","I consent, begin the study",57,"Yes, U.S. citizen by birth","North Carolina",37,"Always","Strongly favorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,30.593,"Yes","Very","Very","Very","Very","Very","Very","Not that much","Very","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Probably should adopt","Very","Very","Very","Very","Very","Very","Not at all","Very","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","No","Somewhat likely","Not too likely","Not likely at all","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Male","Male","55-64","55-74","No","White or Caucasian","White","White","White or Caucasian","Master's degree","Postgraduate degree","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Liberal","Liberal",NA,"57","1","13","1","1","7","1","3","27822","66d34249-43c6-ffe9-3bac-d3d282f9bae5","Control",0,"B",1,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",1,1,1,1,1,1,1,1,1,1,1,1,4,24,1,1.31198781436971,1,5,0,-1.68256690923719,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0
"899",899,2024-08-31 12:19:40,2024-08-31 12:26:28,100,407,"True",2024-08-31 12:26:28,"R_1SsThEEDqLpXodP","36.7986","-119.7617","I consent, begin the study",20,"Yes, U.S. citizen by birth","California",6,"Sometimes","Neither favorable nor unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,18.969,"Yes","Somewhat","Very","Very","Somewhat","Very","Very","Not that much","Somewhat","Somewhat approve","Somewhat likely","Not too likely","Not too likely","Not too likely","Not likely at all","Probably should adopt","Somewhat","Somewhat","Not at all","Somewhat","Very","Not that much","Somewhat","Somewhat","Very safe","Somewhat disapprove","Not likely at all","Somewhat likely","Somewhat likely","Somewhat likely","Not too likely","Decrease confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence somewhat","No","Not too likely","Somewhat likely","Not too likely","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","More false than true -- this is mostly not the case, but not completely false","Female","Female","18-24","18-34","Yes","White or Caucasian","White","White","White and Hispanic","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"No","No relation","No relation","I'm sure I didn't vote","Didn't vote",NA,"Undecided","Democrat","Independent",NA,NA,"Democratic","Haven't thought much about this","Haven't thought much about this","None of these","20","2","25","16","2","1","4","4","93726","66d34289-c021-e8e1-a09a-2cd1cabe6929","Control",0,"A",1,"Decrease","Increase","Decrease","No impact","No impact","Increase","Decrease","No impact","Decrease","Decrease","Increase","Increase",0,1,0,0,0,1,0,0,0,0,1,1,3.66666666666667,22,0.888888888888889,0.829912018034966,2,10,0.333333333333333,-0.355364822120101,2,3,2,3,3,2,2,2,3,1,3,0,-2,-1,-1,-1,0,0,-2,-2,-2,-1
"900",900,2024-08-31 12:20:49,2024-08-31 12:26:34,100,345,"True",2024-08-31 12:26:35,"R_1qgta7S2JIiP7ub","34.4802","-117.4093","I consent, begin the study",53,"Yes, U.S. citizen by birth","California",6,"Sometimes","Neither favorable nor unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,50.799,"Yes","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Somewhat approve","Not too likely","Somewhat likely","Not too likely","Not likely at all","Not too likely","Probably should adopt","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Very safe","Strongly approve","Not too likely","Not too likely","Not too likely","Not too likely","Not likely at all","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No","Not too likely","Not too likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","45-54","35-54","No","White or Caucasian","White","White","White or Caucasian","Less than high school degree","H.S. or less","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Republican","Republican","Not very strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"53","2","4","1","1","1","3","4","92314","66d342d4-e09b-44ae-b7af-d54432b18e7a","Control",0,"A",0,"No impact","No impact","No impact","No impact","No impact","No impact","No impact","Increase","No impact","No impact","No impact","No impact",0,0,0,0,0,0,0,1,0,0,0,0,3,18,0.666666666666667,-0.134239574634522,2,10,0.333333333333333,-0.355364822120101,2,2,2,2,2,2,2,2,2,2,2,2,-1,-2,-1,0,-1,-1,-1,-1,-1,0
"901",901,2024-08-31 12:10:12,2024-08-31 12:26:52,100,1000,"True",2024-08-31 12:26:53,"R_3rBfdkxI718GQSN","38.5943","-90.2321","I consent, begin the study",45,"Yes, U.S. citizen by birth","Missouri",29,"About half the time","Somewhat favorable","Legitimate","About half of the time","Watermelon",NA,41.831,"Yes",NA,NA,"Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat approve","Not too likely","Somewhat likely","Not too likely","Not too likely","Somewhat likely","Probably should adopt","Somewhat","Somewhat","Somewhat","Not that much","Not that much","Somewhat","Somewhat","Somewhat","Not too safe","Somewhat approve","Somewhat likely","Not too likely","Somewhat likely","Not too likely","Somewhat likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No","Somewhat likely","Somewhat likely","Somewhat likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","Female","Female","45-54","35-54","No","Black or African American","Black","Non-White","Black or African American","Some college but no degree","Some college no degree","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"45","2","1","2","1","4","1","2","63118","66d34051-8cfc-37b3-b19e-e0f613baee20","Treatment",1,"B",0,"Increase","Increase","No impact","No impact","Increase","No impact","Decrease","Decrease","Decrease","Decrease","Decrease","Decrease",1,1,0,0,1,0,0,0,0,0,0,0,3,18,0.666666666666667,-0.134239574634522,2.4,12,0.466666666666667,0.175516012726734,2,2,2,2,2,2,2,1,1,2,2,2,-1,-2,-1,-1,-2,-2,-1,-2,-1,-2
"902",902,2024-08-31 12:08:30,2024-08-31 12:26:52,100,1102,"True",2024-08-31 12:26:53,"R_72hwn13sXDtphEW","33.4602","-112.1334","I consent, begin the study",66,"Yes, U.S. citizen by birth","Arizona",4,"About half the time","Somewhat unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,291.301,"Yes","Not that much","Not that much","Not that much","Somewhat","Somewhat","Not that much","Somewhat","Not that much","Somewhat disapprove","Very likely","Very likely","Not likely at all","Somewhat likely","Not likely at all","Definitely should not adopt","Not that much","Not that much","Somewhat","Not that much","Not that much","Not that much","Somewhat","Not that much","Not too safe","Somewhat disapprove","Somewhat likely","Somewhat likely","Not likely at all","Somewhat likely","Somewhat likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence a lot","No impact on confidence","Decrease confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","Decrease confidence a lot","Decrease confidence a lot","No impact on confidence","Decrease confidence somewhat","No impact on confidence","No","Not too likely","Not too likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","Unsure","More true than false -- this is mostly the case, but not completely true","Female","Female","65-74","55-74","No","White or Caucasian","White","White","White or Caucasian","Some college but no degree","Some college no degree","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Not very strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"66","2","11","1","1","3","4","4","85142","66d33fba-7e00-b20c-180a-ef0836bf767b","Control",0,"B",1,"Increase","Decrease","Decrease","No impact","Decrease","No impact","Increase","Decrease","Decrease","No impact","Decrease","No impact",1,0,0,0,0,0,1,0,0,0,0,0,2.33333333333333,14,0.444444444444444,-1.09839116730401,2.6,13,0.533333333333333,0.440956430150151,1,1,2,2,1,1,1,1,1,1,1,2,-3,-3,0,-2,0,-2,-2,0,-2,-2
"903",903,2024-08-31 12:09:18,2024-08-31 12:26:55,100,1057,"True",2024-08-31 12:26:56,"R_3urqNqU6CuEx7Wq","35.5831","-78.7881","I consent, begin the study",56,"Yes, U.S. citizen by birth","North Carolina",37,"Sometimes","Somewhat favorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,57.4,"Yes","Very","Very","Very","Very","Very","Very","Not that much","Very","Strongly approve","Not likely at all","Not likely at all","Somewhat likely","Not too likely","Not likely at all","Definitely should adopt","Very","Very","Very","Very","Very","Very","Not at all","Very","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence a lot","Increase confidence a lot","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence a lot","Increase confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","No","Not too likely","Not too likely","Not likely at all","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Female","Female","55-64","55-74","No","White or Caucasian","White","White","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"No","No relation","No relation","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"56","2","3","1","1","2","1","3","32179","66d3401c-a07b-097f-2496-def4fe469214","Control",0,"B",1,"Increase","Increase","No impact","Increase","No impact","No impact","Increase","No impact","No impact","Increase","No impact","No impact",1,1,0,1,0,0,1,0,0,1,0,0,4,24,1,1.31198781436971,1.6,8,0.2,-0.886245656966936,3,3,3,3,3,3,3,3,3,3,3,3,0,0,-2,-1,0,0,0,0,0,0
"904",904,2024-08-31 12:18:40,2024-08-31 12:27:06,100,506,"True",2024-08-31 12:27:06,"R_6M51LMlOrDvrEA0","39.9842","-95.1229","I consent, begin the study",52,"Yes, U.S. citizen by birth","Missouri",29,"Most of the time","Somewhat favorable","Not legitimate","About half of the time","Watermelon",NA,NA,NA,22.559,"Yes","Somewhat","Somewhat","Very","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat","Somewhat disapprove","Not too likely","Not too likely","Not too likely","Not too likely","Not too likely","Probably should not adopt","Somewhat","Somewhat","Not that much","Somewhat","Somewhat","Somewhat","Not that much","Somewhat","Somewhat safe","Strongly approve","Not too likely","Not too likely","Very likely","Not too likely","Somewhat likely","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No","Somewhat likely","Somewhat likely","Not too likely","True -- this is the case","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","True -- this is the case","True -- this is the case","Female","Female","45-54","35-54","No","White or Caucasian","White","White","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","H.S. or less","No",NA,"Yes","Only family","Some relation","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Moderate: middle of the road","Moderate: middle of the road",NA,"52","2","3","1","1","2","10","2","64473","66d34244-fe6d-edba-5516-8ed57edcfeef","Control",0,"A",1,"Increase","Increase","No impact","No impact","Increase","Increase","Increase","Increase","Decrease","Increase","Increase","Increase",1,1,0,0,1,1,1,1,0,1,1,1,3.16666666666667,19,0.722222222222222,0.10679832353285,2,10,0.333333333333333,-0.355364822120101,2,2,2,2,2,2,2,2,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-3,-1,-2
