"","rowID","response_id","lucid_rid","gender","gender_3cat","hisp","race","educ","milserv1","milserv2","milservfam","voted2020","voted2020.clps","choice2020","voteintent","partyid_3cat","partyid","partystr_rep","partystr_dem","partylean","ideo","ideolean","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q13_treat_time","q14","q16_control_time","q17","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28_1","q28_2","q28_3","q28_4","q28_5","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40_1","q40_2","q40_3","q40_4","q40_5","q41_1","q41_2","q41_3","q41_4","q41_5","q41_6","q43_1","q43_2","q43_3","q43_4","q43_5","q43_6","q44_1","q44_2","q44_3","q44_4","q44_5","q44_6","q46_1","q46_2","q46_3","q46_4","q46_5","q46_6","q47","q48","q49","q50","q51","q52","q53","q54","q55","q56","q57","q58","lucid_age","lucid_gender","lucid_hhi","lucid_ethnicity","lucid_hispanic","lucid_education","lucid_political_party","lucid_region","lucid_zip","group","qset","popeff_qdo","q19.clps","q20.clps","q21.clps","q22.clps","q23.clps","q24.clps","q25.clps","q26.clps","q27.clps","q28_1.clps","q28_2.clps","q28_3.clps","q28_4.clps","q28_5.clps","q29.clps","q30.clps","q31.clps","q32.clps","q33.clps","q34.clps","q35.clps","q36.clps","q37.clps","q38.clps","q39.clps","q40_1.clps","q40_2.clps","q40_3.clps","q40_4.clps","q40_5.clps","q41_1.clps","q41_2.clps","q41_3.clps","q41_4.clps","q41_5.clps","q41_6.clps","q43_1.clps","q43_2.clps","q43_3.clps","q43_4.clps","q43_5.clps","q43_6.clps","q44_1.clps","q44_2.clps","q44_3.clps","q44_4.clps","q44_5.clps","q44_6.clps","q46_1.clps","q46_2.clps","q46_3.clps","q46_4.clps","q46_5.clps","q46_6.clps","q41.1","q41.2","q41.3","q41.4","q41.5","q41.6","q43.1","q43.2","q43.3","q43.4","q43.5","q43.6","q41.1.clps","q41.2.clps","q41.3.clps","q41.4.clps","q41.5.clps","q41.6.clps","q43.1.clps","q43.2.clps","q43.3.clps","q43.4.clps","q43.5.clps","q43.6.clps","q41.1.clps.dum","q41.2.clps.dum","q41.3.clps.dum","q41.4.clps.dum","q41.5.clps.dum","q41.6.clps.dum","q43.1.clps.dum","q43.2.clps.dum","q43.3.clps.dum","q43.4.clps.dum","q43.5.clps.dum","q43.6.clps.dum"
"1222",1222,"R_56sPo7j3jOFC0hj","66d363aa-d3c2-c33d-b27e-7b1ebb84fd3b","Female","Female","No","White or Caucasian","Some college but no degree","No",NA,"Yes","I'm sure I didn't vote","Didn't vote",NA,"Yes","Democrat","Independent",NA,NA,"Democratic","Moderate: middle of the road",NA,"I consent, begin the study",53,"Yes, U.S. citizen by birth","Arkansas","Sometimes","Somewhat unfavorable","Legitimate","Some of the time","Watermelon",NA,73.336,"Yes",NA,NA,"Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Somewhat concerned","Very confident","Strongly approve","Not likely at all","Not likely at all","Not too likely","Not likely at all","Not likely at all","Probably should adopt","Somewhat confident","Very confident","Very committed","Very confident","Somewhat confident","Very confident","Somewhat concerned","Somewhat confident","Somewhat safe","Somewhat disapprove","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not likely at all","Not likely at all","Not likely at all","More true than false -- this is mostly the case, but not completely true","Unsure","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","23","2","1","1","1","2","3","4","92101","Treatment","A",0,"Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","safe","disapprove","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","increase","increase","increase","increase","increase","increase","increase","increase","no_impact","increase","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","Increase confidence somewhat","No impact on confidence","No impact on confidence","increase","increase","increase","increase","increase","increase","increase","increase","no_impact","increase","no_impact","no_impact",1,1,1,1,1,1,1,1,0,1,0,0
"1223",1223,"R_5KuydEICwUA3wAX","66d3689c-16f0-dcb0-77d2-0ef60c911c14","Non-binary / third gender","Other/Refused","No","White or Caucasian","Some college but no degree","No",NA,"No","I was not eligible to vote","Unsure/Ineligible",NA,"Yes","Democrat","Democrat",NA,"Strong",NA,"Slightly liberal",NA,"I consent, begin the study",18,"Yes, U.S. citizen by birth","Pennsylvania","Most of the time","Somewhat unfavorable","Legitimate","Most of the time","Watermelon",NA,15.898,"No",NA,NA,"Not too confident","Not too confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Not too concerned","Somewhat confident","Somewhat approve","Not too likely","Not too likely","Somewhat likely","Not too likely","Not too likely","Probably should not adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not at all concerned","Very confident","Very safe","Strongly approve","Not too likely","Not likely at all","Not too likely","Not likely at all","Not too likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No","Somewhat likely","Somewhat likely","Somewhat likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","18","2","1","1","1","3","2","1","17022","Treatment","B",0,"Not_confident","Not_confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Likely","Not_likely","Not_likely","oppose","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","increase","increase","increase","increase","decrease","increase","increase","increase","decrease","decrease","decrease","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","Increase confidence a lot","Increase confidence a lot","Decrease confidence somewhat","Increase confidence a lot","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","Decrease confidence somewhat","increase","increase","increase","increase","increase","decrease","increase","decrease","decrease","increase","increase","decrease",1,1,1,1,1,0,1,0,0,1,1,0
"1224",1224,"R_3gjtpzHo07aHKXD","66d36d98-2d7c-aa04-e232-f03bc41c6e8a","Female","Female","No","Black or African American","Some college but no degree","No",NA,"No","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Moderate: middle of the road",NA,"I consent, begin the study",43,"Yes, U.S. citizen by birth","Texas","About half the time","Somewhat favorable","Legitimate","Some of the time","Watermelon",NA,NA,NA,29.511,"Yes","Not too confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Somewhat concerned","Not too confident","Somewhat approve","Not too likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Probably should adopt","Somewhat confident","Somewhat confident","Somewhat committed","Very confident","Somewhat confident","Somewhat confident","Not at all concerned","Very confident","Very safe","Somewhat approve","Not too likely","Not too likely","Somewhat likely","Somewhat likely","Not too likely","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Very likely","Not too likely","Not too likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","More true than false -- this is mostly the case, but not completely true","43","2","19","2","1","3","1","3","77015","Control","A",0,"Not_confident","Confident","committed","Confident","Confident","Confident","concerned","Not_confident","approve","Not_likely","Likely","Likely","Likely","Likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Likely","Likely","Not_likely","increase","no_impact","increase","increase","increase","increase","increase","increase","no_impact","increase","increase","increase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","increase","no_impact","increase","increase","increase","increase","increase","increase","no_impact","increase","increase","increase",1,0,1,1,1,1,1,1,0,1,1,1
"1225",1225,"R_1VCRyyNc0GG2Z44","66d36dbd-57ae-2dbf-f701-58e9f04412df","Female","Female","No","Black or African American","High school graduate (high school diploma or equivalent including GED)","No",NA,"Yes","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Moderate: middle of the road",NA,"I consent, begin the study",44,"Yes, U.S. citizen by birth","Kentucky","About half the time","Strongly favorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,49.274,"Yes","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Very concerned","Somewhat confident","Somewhat approve","Not likely at all","Not too likely","Not too likely","Not too likely","Not too likely","Probably should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not at all concerned","Very confident","Very safe","Strongly approve","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","No impact on confidence","No impact on confidence","Increase confidence somewhat","No impact on confidence","Decrease confidence a lot","No","Very likely","Very likely","Not too likely","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","Unsure","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","True -- this is the case","44","2","3","2","1","2","1","3","40210","Control","B",0,"Confident","Confident","committed","Confident","Confident","Confident","concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","no_impact","no_impact","increase","increase","no_impact","increase","no_impact","no_impact","increase","no_impact","decrease","Increase confidence a lot","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","No impact on confidence","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","No impact on confidence","No impact on confidence","increase","increase","increase","no_impact","no_impact","no_impact","increase","increase","decrease","no_impact","no_impact","no_impact",1,1,1,0,0,0,1,1,0,0,0,0
"1226",1226,"R_6SqUDz8RnhCguhd","66d342d6-71e4-7e5e-7f2a-dbd18f39d4d5","Female","Female","No","White or Caucasian","Some college but no degree","No",NA,"No","I was not eligible to vote","Unsure/Ineligible",NA,"Yes","Democrat","Democrat",NA,"Not very strong",NA,"Moderate: middle of the road",NA,"I consent, begin the study",22,"Yes, U.S. citizen by birth","California","Sometimes","Neither favorable nor unfavorable","Legitimate","Some of the time","Watermelon",NA,NA,NA,82.102,"Yes","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Somewhat confident","Not too concerned","Somewhat confident","Somewhat approve","Very likely","Not too likely","Somewhat likely","Not too likely","Somewhat likely","Probably should not adopt","Somewhat confident","Somewhat confident","Somewhat committed","Very confident","Very confident","Somewhat confident","Not at all concerned","Somewhat confident","Very safe","Somewhat disapprove","Somewhat likely","Not too likely","Not likely at all","Not likely at all","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Decrease confidence somewhat","No impact on confidence","Increase confidence a lot","Decrease confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","No","Somewhat likely","Somewhat likely","Not too likely","True -- this is the case","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","True -- this is the case","22","2","1","1","1","2","4","4","92011","Control","B",0,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Likely","Not_likely","Likely","Not_likely","Likely","oppose","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","disapprove","Likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","no_impact","no_impact","increase","increase","decrease","no_impact","increase","decrease","increase","no_impact","no_impact","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","No impact on confidence","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","Decrease confidence somewhat","No impact on confidence","increase","increase","increase","no_impact","no_impact","decrease","no_impact","increase","no_impact","increase","decrease","no_impact",1,1,1,0,0,0,0,1,0,1,0,0
"1227",1227,"R_5S2yWzyQBnwd1yN","66d37889-77fe-a997-0be9-972be15b1fc6","Male","Male","No","Asian","High school graduate (high school diploma or equivalent including GED)","Yes","No","Yes","I'm sure I didn't vote","Didn't vote",NA,"Undecided","Democrat","Democrat",NA,"Not very strong",NA,"Slightly liberal",NA,"I consent, begin the study",29,"Yes, U.S. citizen by birth","Idaho","Most of the time","Somewhat unfavorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,16.771,"Yes","Very confident","Very confident","Very committed","Very confident","Very confident","Somewhat confident","Not too concerned","Very confident","Strongly approve","Not too likely","Not likely at all","Not likely at all","Not likely at all","Not likely at all","Probably should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Somewhat confident","Not too concerned","Very confident","Very safe","Strongly approve","Not too likely","Not likely at all","Not likely at all","Not likely at all","Not likely at all","No impact on confidence","Increase confidence a lot","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Not too likely","Not too likely","Somewhat likely","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","29","1","8","8","1","3","3","4","83686","Control","A",0,"Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely","no_impact","increase","decrease","no_impact","increase","increase","increase","no_impact","no_impact","no_impact","no_impact","no_impact",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","Increase confidence a lot","Decrease confidence somewhat","No impact on confidence","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","No impact on confidence","no_impact","increase","decrease","no_impact","increase","increase","increase","no_impact","no_impact","no_impact","no_impact","no_impact",0,1,0,0,1,1,1,0,0,0,0,0
"1228",1228,"R_6Iyjz8ch6VntEeB","66d35197-5d94-6f87-efd7-58f3aac7657e","Female","Female","No","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","No",NA,"No","I was not eligible to vote","Unsure/Ineligible",NA,"Yes","Democrat","Democrat",NA,"Strong",NA,"Haven't thought much about this","None of these","I consent, begin the study",18,"Yes, U.S. citizen by birth","Washington","About half the time","Neither favorable nor unfavorable","Legitimate","About half of the time","Watermelon",NA,NA,NA,16.559,"Yes","Somewhat confident","Somewhat confident","Very committed","Not too confident","Somewhat confident","Very confident","Somewhat concerned","Not too confident","Somewhat disapprove","Somewhat likely","Not likely at all","Not likely at all","Not too likely","Somewhat likely","Probably should not adopt","Very confident","Somewhat confident","Not too committed","Very confident","Somewhat confident","Not too confident","Not too concerned","Not too confident","Somewhat safe","Somewhat disapprove","Not too likely","Somewhat likely","Not too likely","Somewhat likely","Somewhat likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence a lot","No impact on confidence","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","Increase confidence somewhat","No impact on confidence","Increase confidence somewhat","No","Not too likely","Not likely at all","Not likely at all","Unsure","Unsure","True -- this is the case","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","True -- this is the case","18","2","1","1","1","1","1","4","98406","Control","B",0,"Confident","Confident","committed","Not_confident","Confident","Confident","concerned","Not_confident","disapprove","Likely","Not_likely","Not_likely","Not_likely","Likely","oppose","Confident","Confident","not_committed","Confident","Confident","Not_confident","not_concerned","Not_confident","safe","disapprove","Not_likely","Likely","Not_likely","Likely","Likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"increase","no_impact","decrease","decrease","no_impact","decrease","increase","increase","increase","increase","no_impact","increase","Increase confidence somewhat","Decrease confidence a lot","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence somewhat","Increase confidence a lot","No impact on confidence","increase","decrease","no_impact","no_impact","decrease","decrease","increase","increase","increase","increase","increase","no_impact",1,0,0,0,0,0,1,1,1,1,1,0
"1229",1229,"R_5jTatT8i05QgErf","66d37f5b-7020-6860-0949-43efcaa9c23a","Male","Male","Yes","Other","Bachelor's degree in college (4-year)","No",NA,"Yes","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Independent",NA,NA,"Republican","Slightly conservative",NA,"I consent, begin the study",69,"Yes, U.S. citizen by birth","New York","Always","Somewhat favorable","Not legitimate","About half of the time","Watermelon",NA,NA,NA,28.279,"Yes","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Not too confident","Not at all concerned","Somewhat confident","Somewhat approve","Not too likely","Not too likely","Not likely at all","Somewhat likely","Not too likely","Probably should adopt","Somewhat confident","Somewhat confident","Somewhat committed","Somewhat confident","Somewhat confident","Not too confident","Not at all concerned","Very confident","Very safe","Somewhat approve","Not too likely","Not too likely","Not likely at all","Not too likely","Not likely at all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No impact on confidence","Increase confidence somewhat","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","No impact on confidence","No impact on confidence","Decrease confidence somewhat","Decrease confidence a lot","No","Not too likely","Not too likely","Not too likely","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","False -- this is not the case at all","More false than true -- this is mostly not the case, but not completely false","False -- this is not the case at all","69","1","20","15","16","6","5","1","10314","Control","B",0,"Confident","Confident","committed","Confident","Confident","Not_confident","not_concerned","Confident","approve","Not_likely","Not_likely","Not_likely","Likely","Not_likely","support","Confident","Confident","committed","Confident","Confident","Not_confident","not_concerned","Confident","safe","approve","Not_likely","Not_likely","Not_likely","Not_likely","Not_likely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no_impact","increase","no_impact","increase","increase","decrease","increase","increase","no_impact","no_impact","decrease","decrease","No impact on confidence","Increase confidence a lot","Increase confidence somewhat","Increase confidence somewhat","No impact on confidence","Decrease confidence somewhat","Increase confidence a lot","No impact on confidence","Decrease confidence a lot","Increase confidence a lot","No impact on confidence","Decrease confidence somewhat","no_impact","increase","increase","increase","no_impact","decrease","increase","no_impact","decrease","increase","no_impact","decrease",0,1,1,1,0,0,1,0,0,1,0,0
"1230",1230,"R_6rfCKLZbqFXdEOh","66d38019-593e-9eee-d738-ce76f56106bc","Male","Male","No","White or Caucasian","Master's degree","No",NA,"Yes","Yes, I'm sure I voted","Voted","Joe Biden","Yes","Democrat","Democrat",NA,"Strong",NA,"Extremely Liberal",NA,"I consent, begin the study",39,"Yes, U.S. citizen by birth","Colorado","Always","Somewhat favorable","Legitimate","Most of the time","Watermelon",NA,NA,NA,41.956,"Yes","Very confident","Very confident","Not at all committed","Somewhat confident","Very confident","Very confident","Not too concerned","Somewhat confident","Strongly disapprove","Very likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Probably should adopt","Very confident","Very confident","Very committed","Very confident","Very confident","Very confident","Not at all concerned","Very confident","Very safe","Strongly disapprove","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Very likely","Very likely","Very likely","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","More false than true -- this is mostly not the case, but not completely false","More true than false -- this is mostly the case, but not completely true","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","More true than false -- this is mostly the case, but not completely true","24","1","7","1","14","7","1","1","15017","Control","A",0,"Confident","Confident","not_committed","Confident","Confident","Confident","not_concerned","Confident","disapprove","Likely","Likely","Likely","Likely","Likely","support","Confident","Confident","committed","Confident","Confident","Confident","not_concerned","Confident","safe","disapprove","Likely","Likely","Likely","Likely","Likely","decrease","decrease","no_impact","decrease","decrease","decrease","decrease","no_impact","decrease","decrease","no_impact","decrease",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","Decrease confidence somewhat","No impact on confidence","Decrease confidence somewhat","decrease","decrease","no_impact","decrease","decrease","decrease","decrease","no_impact","decrease","decrease","no_impact","decrease",0,0,0,0,0,0,0,0,0,0,0,0
"1231",1231,"R_1sg36ItYILHccsF","66d385d2-c8b9-3264-2432-8645e8d5067d","Male","Male","No","White or Caucasian","High school graduate (high school diploma or equivalent including GED)","No",NA,"Yes","Yes, I'm sure I voted","Voted","Donald Trump","Yes","Republican","Republican","Strong",NA,NA,"Slightly conservative",NA,"I consent, begin the study",65,"Yes, U.S. citizen by birth","West Virginia","Always","Strongly favorable","Legitimate","Never","Watermelon",NA,30.094,"No",NA,NA,"Not at all confident","Not at all confident","Not at all committed","Not at all confident","Not at all confident","Not at all confident","Very concerned","Not too confident","Strongly disapprove","Very likely","Very likely","Very likely","Very likely","Very likely","Probably should adopt","Not too confident",NA,"Not at all committed","Very confident","Very confident","Somewhat confident","Very concerned","Very confident","Very safe","Somewhat approve","Very likely","Very likely","Not too likely","Very likely","Not likely at all","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not likely at all","Not likely at all","Not likely at all","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","More false than true -- this is mostly not the case, but not completely false","True -- this is the case","True -- this is the case","True -- this is the case","More true than false -- this is mostly the case, but not completely true","65","1","4","1","14","2","5","3","26554","Treatment","A",1,"Not_confident","Not_confident","not_committed","Not_confident","Not_confident","Not_confident","concerned","Not_confident","disapprove","Likely","Likely","Likely","Likely","Likely","support","Not_confident",NA,"not_committed","Confident","Confident","Confident","concerned","Confident","safe","approve","Likely","Likely","Not_likely","Likely","Not_likely","increase","increase","increase","increase","decrease","increase","increase","increase","increase","increase","increase","increase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Decrease confidence somewhat","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","Increase confidence a lot","increase","increase","increase","increase","decrease","increase","increase","increase","increase","increase","increase","increase",1,1,1,1,0,1,1,1,1,1,1,1
